state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
DE1,"Castle, Michael N.","Cambridge, Maryland",Congressional Institute,11/1/07,11/3/07,3,DE1 2007-11-01
DE1,"Castle, Michael N.","Stevensville, MD",Aspen Institute,10/14/08,10/16/08,3,DE1 2008-10-14
FL11,"Castor, Kathy","Cincinnatti, OH","The Congressional Institute, The Democratic Leadership Council, and the Cincinnati Children's Hospit",4/27/08,4/28/08,2,FL11 2008-04-27
OH1,"Chabot, Steve","Cambridge, MD",Congressional Institute,11/1/07,11/4/07,4,OH1 2007-11-01
OH1,"Chabot, Steve","Baltimore, Maryland",The Heritage Foundation,1/30/08,2/1/08,3,OH1 2008-01-30
KY6,"Chandler, Ben","Cape Town, South Africa",International Conservation Caucus Foundation,12/1/07,12/10/07,10,KY6 2007-12-01
NY11,"Clarke, Yvette","Havana, Cuba",The Center for Democracy in the Americas,10/5/07,10/9/07,5,NY11 2007-10-05
NY11,"Clarke, Yvette","Antigua, West Indies",Carib News,11/10/07,11/12/07,3,NY11 2007-11-10
NY11,"Clarke, Yvette","Tunica, MS",CBC Institute,8/14/08,8/16/08,3,NY11 2008-08-14
NY11,"Clarke, Yvette","Albany, NY",Williams College,11/17/08,11/18/08,2,NY11 2008-11-17
NY11,"Clarke, Yvette","Santa Marta, Colombia",Sergio Abolada University,1/9/08,1/14/08,6,NY11 2008-01-09
MO1,"Clay, Wm.","New York, NY",The American Youth Policy Forum,12/5/07,12/8/07,4,MO1 2007-12-05
MO1,"Clay, Wm.","Tunica, MS",Congressional Black Caucus Policitcal Education and Leadership Institute,8/14/08,8/17/08,4,MO1 2008-08-14
MO1,"Clay, Wm.","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,8/11/08,8/14/08,4,MO1 2008-08-11
MO1,"Clay, Wm.","Las Vegas, NV",American Postal Workers Union,8/18/08,8/20/08,3,MO1 2008-08-18
MO1,"Clay, Wm.","Sarasota, FL",National Foundation of Women Legislators,11/21/08,11/24/08,4,MO1 2008-11-21
MO1,"Clay, Wm.",St. Croix,"Congressional Black Caucus Foundation, Inc.",12/3/08,12/7/08,5,MO1 2008-12-03
MO5,"Cleaver, Emanuel","New York CIty, NY",Kansas City Convention and Visitors Center,12/2/08,12/3/08,2,MO5 2008-12-02
SC6,"Clyburn, James","Memphis, TN",Congressional Black Caucus Institute,8/14/08,8/19/08,6,SC6 2008-08-14
SC6,"Clyburn, James","Atlanta, GA",Progressive National Baptist Convention,8/5/08,8/5/08,1,SC6 2008-08-05
SC6,"Clyburn, James","Flint, MI","NAACP-Lansing, Michigan Branch",10/17/08,10/18/08,2,SC6 2008-10-17
SC6,"Clyburn, James","Orange County, CA; Los Angeles",Ariel Investments and Russell Reynolds Associates,9/4/08,9/6/08,3,SC6 2008-09-04
SC6,"Clyburn, James","White Plains, NY","NAACP Norwalk, CT Branch",11/7/08,11/8/08,2,SC6 2008-11-07
SC6,"Clyburn, James","Jackson, MS",Tougaloo College,10/18/08,10/19/08,2,SC6 2008-10-18
SC6,"Clyburn, James","Baton Rouge, LA","Lambda Alpha Chapter of Omega Psi Phi Fraternity, inc",11/15/08,11/16/08,2,SC6 2008-11-15
SC6,"Clyburn, James","Albany, NY",Williams College,11/17/08,11/18/08,2,SC6 2008-11-17
SC6,"Clyburn, James","Orlando, FL",Black Alliance for Educational Options,11/14/08,11/15/08,2,SC6 2008-11-14
SC6,"Clyburn, James","Tuskegee, Alabama",Tuskegee University,5/10/08,5/11/08,2,SC6 2008-05-10
SC6,"Clyburn, James","San Jose, Costa Rica",U.S. Fish and Wildlife Service and Organization for Tropical Studies,5/24/08,5/30/08,7,SC6 2008-05-24
SC6,"Clyburn, James","Ankara, Turkey",Tuskon US,3/22/08,3/29/08,8,SC6 2008-03-22
SC6,"Clyburn, James","Columbia, SC",Just Plain Etiquette,2/18/08,2/18/08,1,SC6 2008-02-18
SC6,"Clyburn, James","Jerusalem, Isreal",American Israel Education Foundation (AIEF),1/2/08,1/13/08,12,SC6 2008-01-02
SC6,"Clyburn, James","New York City, New York",National Black Leadership Commission on AIDS.,10/8/07,10/9/07,2,SC6 2007-10-08
SC6,"Clyburn, James","Boston, Massachusetts",NAACP-Boston Branch,10/16/07,10/17/07,2,SC6 2007-10-16
SC6,"Clyburn, James","Atlanta, Georgia",Gammon Theological Seminary,10/9/07,10/10/07,2,SC6 2007-10-09
SC6,"Clyburn, James","Dallas, Texas",Congressional Black Caucus Political Education and Leadership Institute,10/12/07,10/14/07,3,SC6 2007-10-12
SC6,"Clyburn, James","Johannesburg, South Africa",Niall Mellon Township Trust (NMTT),11/25/07,12/3/07,9,SC6 2007-11-25
SC6,"Clyburn, James","Atanta, GA",Harvard University Kennedy School of Government,9/16/07,9/16/07,1,SC6 2007-09-16
SC6,"Clyburn, James","St, Croix, VI","Congressional Black Caucus Foundation, Inc.",12/3/08,12/7/08,5,SC6 2008-12-03
NC6,"Coble, Howard","Nashville, Tennessee",Institute for Research on the Economics of Taxation,10/25/07,10/28/07,4,NC6 2007-10-25
NC6,"Coble, Howard","Cambridge, Maryland",Congressional Institute,11/1/07,11/3/07,3,NC6 2007-11-01
NC6,"Coble, Howard","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,NC6 2008-02-22
NC6,"Coble, Howard","Aspen, CO",The Progess and Freedom Foundation,8/17/08,8/20/08,4,NC6 2008-08-17
TN9,"Cohen, Steve",Amsterdam,Franklin Center for Global Policy Exchange,11/8/08,11/14/08,7,TN9 2008-11-08
TN9,"Cohen, Steve","Memphis, TN",The U.S. Association of Former Members of Congress' Congressional Study Group on Turkey,5/8/08,5/10/08,3,TN9 2008-05-08
TN9,"Cohen, Steve","Madrid, Spain",Association Informedio and the High Council of the Black Community,12/1/08,12/7/08,7,TN9 2008-12-01
OK4,"Cole, Tom","Atlanta, GA",American Council for Young Political Leaders (ACYPL),3/21/08,3/28/08,8,OK4 2008-03-21
OK4,"Cole, Tom (Amendment)","Baltimore, MD",Heritage Foundation,1/30/08,2/1/08,3,OK4 2008-01-30
TX11,"Conaway, K.","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,TX11 2008-01-30
TX11,"Conaway, K.","Las Vegas, NV",National Association of Broadcasters,4/13/08,4/15/08,3,TX11 2008-04-13
TX11,"Conaway, K.",London,The German Marshall Fund of the United States,5/22/08,5/25/08,4,TX11 2008-05-22
TX11,"Conaway, K.","Cambridge, Maryland",Congressional Institute,11/1/07,11/3/07,3,TX11 2007-11-01
TX11,"Conaway, K.","Chichuahua CIty, Mexico",Midland Transportation,8/5/08,8/6/08,2,TX11 2008-08-05
TX11,"Conaway, K.","Capetown, South Africa",International Conservative Caucus Foundation and the Nial Mellon Foundation,11/30/08,12/9/08,10,TX11 2008-11-30
MI14,"Conyers, John","Raleigh, NC","Association of Community Pharmacists, NC Pharmacists Association",6/28/08,6/28/08,1,MI14 2008-06-28
MI14,"Conyers, John","Portland, OR",The INformation Technology and Iccovation Foundation,6/30/08,7/2/08,3,MI14 2008-06-30
MI14,"Conyers, John","Aspen, Co",THe Progess and Freedom Foundation,8/17/08,8/20/08,4,MI14 2008-08-17
MI14,"Conyers, John","Kansas CIty, MO",Harry S. Truman Library Institute,7/28/08,7/29/08,2,MI14 2008-07-28
MI14,"Conyers, John",LGA,Physicians for a National Health care NY metro chapter,9/19/08,9/19/08,1,MI14 2008-09-19
MI14,"Conyers, John","Memphis, TN",Congressional Black Caucus Polititcal Education and Leadership Institute,8/14/08,8/15/08,2,MI14 2008-08-14
MI14,"Conyers, John","Newwark, NJ",The Haitian League,10/11/08,10/11/08,1,MI14 2008-10-11
MI14,"Conyers, John","New York, NY",Dircetors Guild of America,10/15/08,10/17/08,3,MI14 2008-10-15
MI14,"Conyers, John","Ft. Lauderdale, FL","The Biscayne Foundation, Inc.",9/20/08,9/21/08,2,MI14 2008-09-20
MI14,"Conyers, John","Kansas CIty, MO",Heartland Healthcare for all,8/11/08,8/11/08,1,MI14 2008-08-11
MI14,"Conyers, John","Palm Springs, CA",American Bankruptcy Institute,12/6/07,12/8/07,3,MI14 2007-12-06
MI14,"Conyers, John","New York City, New York",Brennan Center for Justice New York University School of Law,10/25/07,10/26/07,2,MI14 2007-10-25
MI14,"Conyers, John","Evanston, IL",Evanston North Shore Branch of the NAACP,10/20/07,10/21/07,2,MI14 2007-10-20
MI14,"Conyers, John","Cooperstown, NY",Capital Region and Central New York Bankruptcy Bar Associations,10/26/07,10/28/07,3,MI14 2007-10-26
MI14,"Conyers, John","New York City, New York",Global Family Program,12/7/07,12/11/07,5,MI14 2007-12-07
MI14,"Conyers, John","New York City, NY",Citizenship Education Fund,1/5/08,1/6/08,2,MI14 2008-01-05
MI14,"Conyers, John","Las Vegas, NV",Consumer Electronics Association,1/8/08,1/10/08,3,MI14 2008-01-08
MI14,"Conyers, John","Salt Lake City, UT",Ebb Pod Productions,1/20/08,1/22/08,3,MI14 2008-01-20
MI14,"Conyers, John","Cambridge, MA",Ewing Marion Kauffman Foundation,3/26/08,3/26/08,1,MI14 2008-03-26
MI14,"Conyers, John","Cleveland, OH",University of Pittsburgh School of Medicine and the Student National Medical Association,2/29/08,3/3/08,4,MI14 2008-02-29
MI14,"Conyers, John","Chicago, IL",National Nurses Organizing Committee - California Nurses Association and the Physicians for a Nation,4/11/08,4/12/08,2,MI14 2008-04-11
MI14,"Conyers, John","New Haven, CT",Yale Black Law Student's Association,4/5/08,4/6/08,2,MI14 2008-04-05
MI14,"Conyers, John","Seattle, WA",Loren Miller Bar Foundation,5/16/08,5/18/08,3,MI14 2008-05-16
MI14,"Conyers, John","New York, NY",National Association of Criminal Defense Lawyers,5/2/08,5/3/08,2,MI14 2008-05-02
MI14,"Conyers, John","New Orleans, LA",National Cable and Telecommunications Association (NCTA),5/18/08,5/19/08,2,MI14 2008-05-18
MI14,"Conyers, John","Las Vegas, NV",Coalition of Labor Union Women,10/12/07,10/13/07,2,MI14 2007-10-12
MI14,"Conyers, John","Cincinnati, OH",Cincinnati Branch of the NAACP,10/5/07,10/6/07,2,MI14 2007-10-05
MI14,"Conyers, John","New York, NY",Global Family Program,12/8/07,12/11/07,4,MI14 2007-12-08
MI14,"Conyers, John","Port Au Prince, Haiti",The Institute of the World 21st Century's Haiti Support Project (HSP),10/7/07,10/8/07,2,MI14 2007-10-07
MI14,"Conyers, John","Pelston, MI",UAW International,10/14/07,10/15/07,2,MI14 2007-10-14
MI14,"Conyers, John","Evanston, IL",Evanston North Shore Branch of the NAACP,10/20/08,10/21/08,2,MI14 2008-10-20
MI14,"Conyers, John","New York, NY",The New School,10/29/07,10/29/07,1,MI14 2007-10-29
MI14,"Conyers, John","Cooperstown, NY",Capital Region and Central NY Bankruptcy Bar Association,10/28/07,10/28/07,1,MI14 2007-10-28
MI14,"Conyers, John","Onaway, MI","International Union, UAW Womens Department",6/10/08,6/12/08,3,MI14 2008-06-10
MI14,"Conyers, John","Des Moines, IA",Iowa Council for Interational Understanding,11/5/08,11/7/08,3,MI14 2008-11-05
MI14,"Conyers, John","Hamden, CT",CT Coalition for Human Rights,12/5/08,12/6/08,2,MI14 2008-12-05
MI14,"Conyers, John","Las Vegas, NV",Consumer Electronics Association,1/7/09,1/9/09,3,MI14 2009-01-07
MI14,"Conyers, John","New York, NY",Director Guild of America,10/16/08,10/17/08,2,MI14 2008-10-16
MI14,"Conyers, John (Amendment)","New York, NY",American Sociological Association,8/13/07,8/14/07,2,MI14 2007-08-13
MI14,"Conyers, John (Amendment)","Aspen, CO",The Progress and Freedom Foundation,8/16/08,8/20/08,5,MI14 2008-08-16
TN5,"Cooper, Jim","Baltimore, MD",Catholic Health Association,2/21/08,2/22/08,2,TN5 2008-02-21
TN5,"Cooper, Jim","Chaska, Minnesota",Medical Leadership Technology Forum,4/26/08,4/27/08,2,TN5 2008-04-26
TN5,"Cooper, Jim",Boston,The Harvard Stem Cell Institute,9/21/08,9/22/08,2,TN5 2008-09-21
TN5,"Cooper, Jim","Chaska, Minnesota",Medical Leadership Technology Forum,4/25/08,4/27/08,3,TN5 2008-04-25
TN5,"Cooper, Jim",Philadelphia,Alliance for Health Reform,1/10/08,1/12/08,3,TN5 2008-01-10
TN5,"Cooper, Jim",Mexico City,Woodrow Wilson International Center for Scholars,7/27/08,7/29/08,3,TN5 2008-07-27
CT2,"Courtney, Joe","Baltimore, MD",Mercatus Center at GMU,2/22/08,2/24/08,3,CT2 2008-02-22
CT2,"Courtney, Joe","Naples, FL",American Shipbuilding Association,11/30/08,12/2/08,3,CT2 2008-11-30
FL4,"Crenshaw, Ander","Charlottesville, VA",International Committee of the Red Cross,5/28/08,5/30/08,3,FL4 2008-05-28
FL4,"Crenshaw, Ander","Bukuva, DRC",International Committee of the Red Cross,11/25/07,12/3/07,9,FL4 2007-11-25
FL4,"Crenshaw, Ander","Cape Town, South Africa, Cape",International Conservation Caucus Foundation,12/1/07,12/10/07,10,FL4 2007-12-01
NY7,"Crowley, Joseph","Queenstown, MD",Third Way,10/27/07,10/28/07,2,NY7 2007-10-27
NY7,"Crowley, Joseph","Tel Aviv, Israel",American Israel Education Foundation,1/5/08,1/13/08,9,NY7 2008-01-05
NY7,"Crowley, Joseph","Baltimore, MD",Catholic Health Association,2/21/08,2/22/08,2,NY7 2008-02-21
NY7,"Crowley, Joseph","Berlin, Germany",The German Marshall Fund of the United States,5/24/08,6/2/08,10,NY7 2008-05-24
NY7,"Crowley, Joseph","London, England",The German Marshall Fund of the United States,5/22/08,5/26/08,5,NY7 2008-05-22
WY1,"Cubin, Barbara","Atlanta, GA",The Campaign for Public Health,3/24/08,3/25/08,2,WY1 2008-03-24
TX28,"Cuellar, Henry",Miami,Univision,12/8/07,12/9/07,2,TX28 2007-12-08
TX7,"Culberson, John","Baltimore, MD",The Heritage Foundation,1/30/08,1/30/08,1,TX7 2008-01-30
MD7,"Cummings, Elijah","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,MD7 2008-02-22
MD7,"Cummings, Elijah","Denver, CO",Sigma Pi Phi Fraternity,6/29/08,6/30/08,2,MD7 2008-06-29
MD7,"Cummings, Elijah","Seattle, WA","The Links, Inc",7/3/08,7/4/08,2,MD7 2008-07-03
MD7,"Cummings, Elijah","Greensboro, NC","Galilee Missionary Baptist Church of Winston Salem, NC",11/17/07,11/18/07,2,MD7 2007-11-17
MD7,"Cummings, Elijah","Pine Bluff, AR",Pine Bluff Arkansas National Assoiciation for the Advancedment of Colored People,10/17/08,10/18/08,2,MD7 2008-10-17
MD7,"Cummings, Elijah","Tunica, MS",Congressional Black Caucus Political Education adn Leadership Institute,8/14/08,8/17/08,4,MD7 2008-08-14
AL7,"Davis, Artur","Portland, OR Seattle, WA",Information Technology and Innovation Foundation,6/30/08,7/3/08,4,AL7 2008-06-30
AL7,"Davis, Artur","Hot Springs, VA",Democratic Leadership Council,5/16/08,5/18/08,3,AL7 2008-05-16
IL7,"Davis, Danny","Dallas/Ft. Worth, TX",The GEO Group in the American Correctional Association,1/13/08,1/14/08,2,IL7 2008-01-13
IL7,"Davis, Danny","Beijing, China","Omar Medical Supplies, Inc.",4/4/08,4/8/08,5,IL7 2008-04-04
IL7,"Davis, Danny","Dresden, Germany",The International Management and Development Institute,2/16/08,2/22/08,7,IL7 2008-02-16
IL7,"Davis, Danny","Orlando, FL",National Postal Mail Handlers Union,8/12/08,8/12/08,1,IL7 2008-08-12
IL7,"Davis, Danny","Dallas, Texas",Proactive Approches to Community Supervision,8/14/08,8/14/08,1,IL7 2008-08-14
IL7,"Davis, Danny","Las Vegas, NV",American Postal Worker's Union,8/17/08,8/17/08,1,IL7 2008-08-17
IL7,"Davis, Danny","Lexington, Kentucky",National Rural Letter Carrier's Association,8/4/08,8/5/08,2,IL7 2008-08-04
IL7,"Davis, Danny","Williamstown, MA",Williams College,11/17/08,11/19/08,3,IL7 2008-11-17
IL7,"Davis, Danny","Williamtown, MA",Williams College,11/18/08,11/19/08,2,IL7 2008-11-18
IL7,"Davis, Danny","Albany, NY",Williams College,11/16/08,11/18/08,3,IL7 2008-11-16
TN1,"Davis, David","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,TN1 2008-02-22
TN1,"Davis, David","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,TN1 2007-11-01
KY4,"Davis, Geoff","Atlanta, GA",Federal Home Loan Bank Atlanta,10/21/07,10/22/07,2,KY4 2007-10-21
KY4,"Davis, Geoff","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,KY4 2008-02-22
KY4,"Davis, Geoff","Rome, Italy",The Aspen Institute Congressional Porgram,5/26/08,6/1/08,7,KY4 2008-05-26
KY4,"Davis, Geoff","Alburgueque, NM",Home School Legal Defense Association,9/28/07,9/29/07,2,KY4 2007-09-28
CA53,"Davis, Susan","Charleston, SC",The Aspen Institute Congressional Program,2/18/08,2/22/08,5,CA53 2008-02-18
CA53,"Davis, Susan",Ankara,The Rumi Forum,5/24/08,6/1/08,9,CA53 2008-05-24
GA9,"Deal, Nathan","Perryman, MD",Rite Aid Corporation,12/3/08,12/3/08,1,GA9 2008-12-03
GA9,"Deal, Nathan","Atlanta, GA",University of Georgia Georgia Institute of TechnologyEmory University,1/8/08,1/10/08,3,GA9 2008-01-08
GA9,"Deal, Nathan","Cincinnati, Oh",Congressional InstituteDemocratic Leadership CouncilCincinnati Hospital Medical Center,4/28/08,4/28/08,1,GA9 2008-04-28
CO1,"DeGette, Diana","Charleston, SC",The Aspen Institute Congressional Program,2/18/08,2/22/08,5,CO1 2008-02-18
CO1,"DeGette, Diana","Atlanta, GA",The Campaign for Public Health,3/24/08,3/25/08,2,CO1 2008-03-24
CO1,"DeGette, Diana","Baltimore, MD","The Catholic Health Association, The Commonwealth Fund, The Alliance for Health Reform",2/21/08,2/22/08,2,CO1 2008-02-21
MA10,"Delahunt, William D.","New York, NY",Humpty Dumpty Institute,2/10/08,2/11/08,2,MA10 2008-02-10
MA10,"Delahunt, William D.","Berlin, Germany",Congressional Study Group on Germany,10/5/07,10/10/07,6,MA10 2007-10-05
CT3,"DeLauro, Rosa","Paris, France",German Marshall Fund fo the United States,5/24/08,5/30/08,7,CT3 2008-05-24
WA6,"Dicks, Norman D.","Wenatchee, WA",Washington Public Utility Districts Association,3/25/08,3/27/08,3,WA6 2008-03-25
WA6,"Dicks, Norman D.","Lanai, Hawaii",The Aspen Institute Congressional Program,3/24/08,3/30/08,7,WA6 2008-03-24
MI15,"Dingell, John D.","Las Vegas, NV",Consumer Electronics Show,1/6/08,1/8/08,3,MI15 2008-01-06
MI15,"Dingell, John D.",New York City,Verizon Wireless,3/18/08,3/19/08,2,MI15 2008-03-18
MI15,"Dingell, John D.","Denver, CO",The Keystone Center,2/7/08,2/9/08,3,MI15 2008-02-07
MI15,"Dingell, John D.","Austin, TX",University of Texes at AustinLBJ School of Public Affairs with support from the Commonwealth Fund a,4/26/08,4/29/08,4,MI15 2008-04-26
MI15,"Dingell, John D.","New Orleans, LA",National Cable and Telecommunications Association,5/18/08,5/19/08,2,MI15 2008-05-18
MI15,"Dingell, John D.","Portland, OR -",The Information Technology Innovation Foundation,6/30/08,7/2/08,3,MI15 2008-06-30
MI15,"Dingell, John D.","Hot Springs, VA",Democratic Leadership Council,5/16/08,5/18/08,3,MI15 2008-05-16
MI15,"Dingell, John D.","Denver, CO -",Pacific Crest Securities,8/3/08,8/5/08,3,MI15 2008-08-03
MI15,"Dingell, John D.","New Orleans, LA",United States Association for Energy Economics and International Association for Energy Economics,12/2/08,12/6/08,5,MI15 2008-12-02
TX25,"Doggett, Lloyd","Paris, France",The Aspen Institute Congressional Program,8/14/08,8/24/08,11,TX25 2008-08-14
IN2,"Donnelly, Joe","Queenstown, Maryland",Third Way,10/26/07,10/28/07,3,IN2 2007-10-26
CA4,"Doolittle, John T.","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,CA4 2008-01-30
CA4,"Doolittle, John T.","Las Vegas, NV",Consumer Electronics Association,1/5/08,1/8/08,4,CA4 2008-01-05
PA14,"Doyle, Michael","Las Vegas, NV",Consumer Electronics Association,1/7/08,1/9/08,3,PA14 2008-01-07
PA14,"Doyle, Michael","New York, NY",Verizon Wireless,3/15/08,3/19/08,5,PA14 2008-03-15
PA14,"Doyle, Michael","Minneapolis, MN",Free Press,6/7/08,6/8/06,-729,PA14 2008-06-07
VA2,"Drake, Thelma D.","Cambridge, Maryland",Congressional Institute,11/1/07,11/2/07,2,VA2 2007-11-01
CA26,"Dreier, David","Eldoret, Kenya",The International Republican Institute,12/22/07,12/30/07,9,CA26 2007-12-22
CA26,"Dreier, David","Cambridge, MD",The Congressional Institute,11/1/07,11/2/07,2,CA26 2007-11-01
CA26,"Dreier, David","Tel Aviv, Israel",American Israel Education Foundation,1/5/08,1/12/08,8,CA26 2008-01-05
CA26,"Dreier, David","White Sulpher Springs, WV",The Congressional Institute,1/24/08,1/26/08,3,CA26 2008-01-24
CA26,"Dreier, David","London, England",The German Marshall Fund of the United States,5/26/08,5/31/08,6,CA26 2008-05-26
TN2,"Duncan, John","Rome, Italy",The Aspen Institute Congressional Program,5/26/08,6/1/06,-724,TN2 2008-05-26
TN2,"Duncan, John","Chicago, IL",Northwestern University,11/13/08,11/13/08,1,TN2 2008-11-13
TN2,"Duncan, John","Naples, FL",American Shipbuilders Association,12/1/08,12/2/08,2,TN2 2008-12-01
TN2,"Duncan, John (Amendment)","Tampla, FL","Taxicab, Limousine & Paratransit Association",10/27/08,10/28/08,2,TN2 2008-10-27
MD4,"Edwards, Donna F.","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,8/14/08,8/17/08,4,MD4 2008-08-14
MI3,"Ehlers, Vernon J.","Milwaukee, WI",National Health Policy Forum,8/11/08,8/13/08,3,MI3 2008-08-11
MI3,"Ehlers, Vernon J.","Philadelphia, PA",Alliance for Health Reform,1/10/08,1/12/08,3,MI3 2008-01-10
MI3,"Ehlers, Vernon J.","Panama City, Panama",Smithsonian Institution,1/7/08,1/11/08,5,MI3 2008-01-07
MI3,"Ehlers, Vernon J.","Baltimore, MD",Alliance for Health ReformCatholic Hospital AssociationCommonwealth Fund,2/21/08,2/22/08,2,MI3 2008-02-21
MI3,"Ehlers, Vernon J.","Atlanta, GA",Campaign for Public Health,3/24/08,3/25/08,2,MI3 2008-03-24
MI3,"Ehlers, Vernon J.","Baltimore, MD",Mercatus Center - George Mason University,2/22/08,2/24/08,3,MI3 2008-02-22
MI3,"Ehlers, Vernon J.","Monterey, CA",Monterey Bay Aquarium Research Insitute,5/27/08,6/1/08,6,MI3 2008-05-27
MI3,"Ehlers, Vernon J.","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,MI3 2007-11-01
MI3,"Ehlers, Vernon J.","Baltimore, MD",National Health Policy Forum - George Washington University,9/30/07,10/1/07,2,MI3 2007-09-30
MI3,"Ehlers, Vernon J.","Palmyra, PA",Robert Wood Johnson Foundation,12/17/08,12/17/08,1,MI3 2008-12-17
MI3,"Ehlers, Vernon J.","Richmond, VA",National Health Policy Forum and George Washington University,10/23/08,10/24/08,2,MI3 2008-10-23
MN5,"Ellison, Keith","Cincinnati, OH",NAACP,7/14/08,7/15/08,2,MN5 2008-07-14
MN5,"Ellison, Keith",Amsterdam,Franklin Center for Global Policy Exchange,11/8/08,11/14/08,7,MN5 2008-11-08
MN5,"Ellison, Keith","Omaha, NE",Girls Inc. of Omaha and John Morgan,10/22/07,10/22/07,1,MN5 2007-10-22
IN8,"Ellsworth, Brad","Baltimore, MD",George Mason University,2/22/08,2/23/08,2,IN8 2008-02-22
IN8,"Ellsworth, Brad","Cincinnati, OH",The Congressional InstituteThe Democratic Leadership CouncilCincinnati Children's Hospital Medical,4/27/08,4/28/08,2,IN8 2008-04-27
IL5,"Emanuel, Rahm","Cincinnati, OH",The Congressonal InstituteThe Democratic LeadershipCCH Medical Center,4/27/08,4/28/08,2,IL5 2008-04-27
IL5,"Emanuel, Rahm","Hot Springs, VA",Democratic Leadership Council,5/16/08,5/18/08,3,IL5 2008-05-16
IL5,"Emanuel, Rahm",Los Angeles,Bill Maher Inc.,9/28/07,9/29/08,368,IL5 2007-09-28
IL5,"Emanuel, Rahm","New Orleans, LA","The Congressional Institute, The Demoratic Leadership Council and the Entergy-Tulane Energy Institut",7/27/08,7/28/08,2,IL5 2008-07-27
MO8,"Emerson, Jo Ann","Paris, France",The Aspen Institute Congressional Program,8/15/08,8/23/08,9,MO8 2008-08-15
NY17,"Engel, Eliot","Baltimore, MD",Catholic Health Association,2/21/08,2/22/08,2,NY17 2008-02-21
PA3,"English, Phil","Cambridge, MD",Congressional Institute,11/1/07,11/2/07,2,PA3 2007-11-01
PA3,"English, Phil","Algiers, Algeria",Defense Forum Foundation 501 (c) 3,11/26/07,12/2/07,7,PA3 2007-11-26
CA14,"Eshoo, Anna","Liberia, Costa Rica",The Aspen Institute Congressional Program,11/27/07,12/2/07,6,CA14 2007-11-27
NC2,"Etheridge, Bob","Memphis, TN",American Cotton Producers of the National Cotton Council,2/8/08,2/8/08,1,NC2 2008-02-08
NC2,"Etheridge, Bob","Kansas City, KS",National Crop Insurance Services,5/18/08,5/19/08,2,NC2 2008-05-18
NC2,"Etheridge, Bob","White Sulpher Springs, WV",Croplife America,9/22/07,9/23/07,2,NC2 2007-09-22
AL2,"Everett, Terry","Baltimore, MD","Mercatus Center, George Masson University",2/22/08,2/23/08,2,AL2 2008-02-22
AL2,"Everett, Terry","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,AL2 2007-11-01
OK5,"Fallin, Mary","Las Vegas, NV",The Outdoor Channel,1/31/08,2/1/08,2,OK5 2008-01-31
OK5,"Fallin, Mary","Cambridge, MD",Congressional Institute,10/1/07,10/3/07,3,OK5 2007-10-01
OK5,"Fallin, Mary","Grand Junction, CO",American Exploration and Production Council,8/18/08,8/20/08,3,OK5 2008-08-18
OK5,"Fallin, Mary","Anaraka, Turkey-",Rumi Forum,8/15/08,8/23/08,9,OK5 2008-08-15
OK5,"Fallin, Mary","Sarasota, FL",National Fundation for Women Legislators,11/21/08,11/23/08,3,OK5 2008-11-21
CA17,"Farr, Sam","Havana, Cuba",The Center for Democracy in the Americas,6/28/08,7/2/08,5,CA17 2008-06-28
CA17,"Farr, Sam",Costa Rica,The Aspen Institute Congressional Program,11/27/07,12/2/07,6,CA17 2007-11-27
CA17,"Farr, Sam","Monterey, CA",Monterey Bay Aquarium Research Institute,5/27/08,5/31/08,5,CA17 2008-05-27
CA17,"Farr, Sam","Bogota, Colombia",IRI,5/28/08,5/31/08,4,CA17 2008-05-28
CA17,"Farr, Sam","New York, NY","Humpty Dumpty Institute, UN Foundation",12/4/08,12/6/08,3,CA17 2008-12-04
PA2,"Fattah, Chaka","St. Michaels, MD",Potomac Coalition,1/4/08,1/6/08,3,PA2 2008-01-04
PA2,"Fattah, Chaka","Johannesburg, South Africa",Niall Mellon Township Trust,11/25/07,12/3/07,9,PA2 2007-11-25
PA2,"Fattah, Chaka","St. Croix, VI",Congressional Black Caucus Foundation,12/3/08,12/6/08,4,PA2 2008-12-03
FL24,"Feeney, Tom","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,FL24 2007-11-01
FL24,"Feeney, Tom","Bedford Springs, PA",Information Technology Association of America,8/11/08,8/12/08,2,FL24 2008-08-11
NJ7,"Ferguson, Mike","Tel Aviv, Israel",American Israel Education Foundation,6/27/08,7/3/08,7,NJ7 2008-06-27
NJ7,"Ferguson, Mike",Taipei,Fu Jen Catholic University in Taiwan,5/17/08,5/21/08,5,NJ7 2008-05-17
