state.district,MemberName,Destination,Foreign,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
FL24,"Feeney, Tom","Bedford, PA",0,Information Technology and Innovation Foundation,8/11/08,8/12/08,2,FL24 2008-08-11
FL7,"Mica, John L.","Orlando, FL",0,Southeastern Association of State Highway and Transportation Officals,8/11/08,8/12/08,2,FL7 2008-08-11
MA7,"Markey, Edward J.","Denver/Boulder, CO",0,American Meteorological Society,8/11/08,8/13/08,3,MA7 2008-08-11
MI3,"Ehlers, Vernon J.","Milwaukee, WI",0,National Health Policy Forum,8/11/08,8/13/08,3,MI3 2008-08-11
MO1,"Clay, Wm.","Tunica, MS",0,Congressional Black Caucus Institute,8/11/08,8/14/08,4,MO1 2008-08-11
IL7,"Davis, Danny","Orlando, FL",0,National Postal Mail Handlers Union,8/12/08,8/12/08,1,IL7 2008-08-12
MI13,"Kilpatrick, Carolyn C.",Michigan,0,Congressional Black Caucus Institute,8/13/08,8/16/08,4,MI13 2008-08-13
IL7,"Davis, Danny","Dallas, Texas",0,Proactive Approches to Community Supervision,8/14/08,8/14/08,1,IL7 2008-08-14
MI14,"Conyers, John","Memphis, TN",0,Congressional Black Caucus Institute,8/14/08,8/15/08,2,MI14 2008-08-14
GA5,"Lewis, John","Birmingham, AL",0,Federation of Southern Cooperative/Land Assistance Fund,8/14/08,8/16/08,3,GA5 2008-08-14
MI13,"Kilpatrick, Carolyn C.","Memphis, TN",0,Congressional Black Caucus Institute,8/14/08,8/16/08,3,MI13 2008-08-14
NY11,"Clarke, Yvette","Tunica, MS",0,CBC Institute,8/14/08,8/16/08,3,NY11 2008-08-14
TX30,"Johnson, Eddie","Memphis, TN",0,CRCI provided the hotel accomdations,8/14/08,8/17/08,4,TX30 2008-08-14
CA37,"Richardson, Laura","Tunica, MS",0,Congressional Black Caucus Institute,8/14/08,8/17/08,4,CA37 2008-08-14
GA2,"Bishop, Sanford","Tunica, MS",0,Congressional Black Caucus Institute,8/14/08,8/17/08,4,GA2 2008-08-14
MD4,"Edwards, Donna F.","Tunica, MS",0,Congressional Black Caucus Institute,8/14/08,8/17/08,4,MD4 2008-08-14
MD7,"Cummings, Elijah","Tunica, MS",0,Congressional Black Caucus Institute,8/14/08,8/17/08,4,MD7 2008-08-14
MO1,"Clay, Wm.","Tunica, MS",0,Congressional Black Caucus Institute,8/14/08,8/17/08,4,MO1 2008-08-14
MS2,"Thompson, Bennie","Tunica, MS",0,CBC Institute,8/14/08,8/17/08,4,MS2 2008-08-14
NC1,"Butterfield, G.","Tunica, MS",0,Congressional Black Caucus Institute,8/14/08,8/17/08,4,NC1 2008-08-14
SC6,"Clyburn, James","Memphis, TN",0,Congressional Black Caucus Institute,8/14/08,8/19/08,6,SC6 2008-08-14
TX25,"Doggett, Lloyd","Paris, France",1,Aspen Institute,8/14/08,8/24/08,11,TX25 2008-08-14
GA5,"Lewis, John",n/a,0,n/a,8/15/08,8/17/08,3,GA5 2008-08-15
OH11,"Jones, Stephanie Tubbs","Tunica, MS",0,Congresswoman Tubbs Jones,8/15/08,8/17/08,3,OH11 2008-08-15
FL19,"Wexler, Robert","Dar es Salaam, Tanzania Nairo",1,RESULTS Educational Fund,8/15/08,8/21/08,7,FL19 2008-08-15
NC4,"Price, David","London, England Paris France",1,Aspen Institute,8/15/08,8/22/08,8,NC4 2008-08-15
MS2,"Thompson, Bennie","Ankara, Turkey",1,Rumi Forum,8/15/08,8/23/08,9,MS2 2008-08-15
OK5,"Fallin, Mary","Ankara, Turkey",1,Rumi Forum,8/15/08,8/23/08,9,OK5 2008-08-15
KY1,"Whitfield, Ed","Istanbul, Turkey",1,Rumi Forum,8/15/08,8/23/08,9,KY1 2008-08-15
OH8,"Boehner, John A.","Istanbul, Turkey",1,Rumi Forum,8/15/08,8/23/08,9,OH8 2008-08-15
OK3,"Lucas, Frank","Istanbul, Turkey",1,Rumi Forum,8/15/08,8/23/08,9,OK3 2008-08-15
OH2,"Schmidt, Jean","Istanbul, Turkey",1,Rumi Forum,8/15/08,8/23/08,9,OH2 2008-08-15
CA7,"Miller, George","Paris, France",1,Aspen Institute,8/15/08,8/23/08,9,CA7 2008-08-15
MA6,"Tierney, John F.","Paris, France",1,Aspen Institute,8/15/08,8/23/08,9,MA6 2008-08-15
MO8,"Emerson, Jo Ann","Paris, France",1,Aspen Institute,8/15/08,8/23/08,9,MO8 2008-08-15
NC12,"Watt, Melvin L.","Paris, France",1,Aspen Institute,8/15/08,8/23/08,9,NC12 2008-08-15
NY18,"Lowey, Nita","Paris, France",1,Aspen Institute,8/15/08,8/23/08,9,NY18 2008-08-15
MN4,"McCollum, Betty","Dar as Salaam, Tanzania Nairo",1,RESULTS Educational Fund,8/15/08,8/24/08,10,MN4 2008-08-15
IL2,"Jackson, Jesse L.","Dares Salaam, Tanzania",1,RESULTS Educational Fund,8/15/08,8/24/08,10,IL2 2008-08-15
MI14,"Conyers, John (Amendment)","Aspen, CO",0,The Progess and Freedom Foundation,8/16/08,8/20/08,5,MI14 2008-08-16
IA1,"Braley, Bruce L.","Las Vegas, NV",0,American Postal Workers Union,8/16/08,8/20/08,5,IA1 2008-08-16
TX5,"Hensarling, Jeb","Instabul, Turkey",1,Rumi Forum,8/16/08,8/23/08,8,TX5 2008-08-16
NC3,"Jones, Walter","Istanbul, Turkey",1,Rumi Forum,8/16/08,8/23/08,8,NC3 2008-08-16
NY3,"King, Peter","Istanbul, Turkey",1,Rumi Forum,8/16/08,8/23/08,8,NY3 2008-08-16
CA28,"Berman, Howard L.","Paris, France",1,Aspen Institute,8/16/08,8/23/08,8,CA28 2008-08-16
CA30,"Waxman, Henry A.","Paris, France",1,Aspen Institute,8/16/08,8/23/08,8,CA30 2008-08-16
CA34,"Roybal-Allard, Lucille","Paris, France",1,Aspen Institute,8/16/08,8/23/08,8,CA34 2008-08-16
MN8,"Oberstar, James L.","Paris, France",1,Aspen Institute,8/16/08,8/23/08,8,MN8 2008-08-16
IL7,"Davis, Danny","Las Vegas, NV",0,American Postal Workers Union,8/17/08,8/17/08,1,IL7 2008-08-17
FL3,"Brown, Corrine","Memphis, TN",0,Congressional Black Caucus Institute,8/17/08,8/17/08,1,FL3 2008-08-17
HI1,"Abercrombie, Neil","Las Vegas, NV",0,American Postal Workers Union,8/17/08,8/18/08,2,HI1 2008-08-17
CA19,"Radanovich, George P.","Aspen, CO",0,The Progess and Freedom Foundation,8/17/08,8/19/08,3,CA19 2008-08-17
FL6,"Stearns, Cliff","Boston, MA",0,Health Care Conferance Administrators,8/17/08,8/19/08,3,FL6 2008-08-17
CA30,"Waxman, Henry A.","Las Vegas, NV",0,American Postal Workers Union,8/17/08,8/19/08,3,CA30 2008-08-17
CA49,"Issa, Darrell","Aspen, CO",0,The Progess and Freedom Foundation,8/17/08,8/20/08,4,CA49 2008-08-17
MI14,"Conyers, John","Aspen, CO",0,The Progess and Freedom Foundation,8/17/08,8/20/08,4,MI14 2008-08-17
NC6,"Coble, Howard","Aspen, CO",0,The Progess and Freedom Foundation,8/17/08,8/20/08,4,NC6 2008-08-17
OR2,"Walden, Greg","Aspen, CO",0,The Progess and Freedom Foundation,8/17/08,8/20/08,4,OR2 2008-08-17
TX6,"Barton, Joe","Aspen, CO",0,The Progess and Freedom Foundation,8/17/08,8/20/08,4,TX6 2008-08-17
AZ6,"Flake, Jeff","Paris, France",1,Aspen Institute,8/17/08,8/23/08,7,AZ6 2008-08-17
IL9,"Schakowsky, Janice","Paris, France",1,Aspen Institute,8/17/08,8/23/08,7,IL9 2008-08-17
KY1,"Whitfield, Ed","Paris, France",1,Aspen Institute,8/17/08,8/23/08,7,KY1 2008-08-17
NE1,"Fortenberry, Jeff","Paris, France",1,Aspen Institute,8/17/08,8/23/08,7,NE1 2008-08-17
CA48,"Campbell, John (Amendment)","Annapolis, MD",0,Heritage Foundation,8/18/08,8/19/08,2,CA48 2008-08-18
FL7,"Mica, John L.","Sanford, FL",0,Amtrak,8/18/08,8/19/08,2,FL7 2008-08-18
ID1,"Sali, Bill","Grand Juction, CO",0,American Exploration and Production Council,8/18/08,8/20/08,3,ID1 2008-08-18
PA5,"Peterson, John E.","Grand Juction, CO",0,American Exploration and Production Council,8/18/08,8/20/08,3,PA5 2008-08-18
VA1,"Wittman, Robert","Grand Juction, CO",0,American Exploration and Production Council,8/18/08,8/20/08,3,VA1 2008-08-18
NC1,"Butterfield, G.","Grand Junction, CO",0,American Exploration and Production Council,8/18/08,8/20/08,3,NC1 2008-08-18
OK5,"Fallin, Mary","Grand Junction, CO",0,American Exploration and Production Council,8/18/08,8/20/08,3,OK5 2008-08-18
MO1,"Clay, Wm.","Las Vegas, NV",0,American Postal Workers Union,8/18/08,8/20/08,3,MO1 2008-08-18
IL1,"Rush, Bobby",see attached,0,American and Production Council,8/18/08,8/20/08,3,IL1 2008-08-18
TX6,"Barton, Joe",see attached,0,American Exploration and Production Council,8/18/08,8/20/08,3,TX6 2008-08-18
NJ10,"Payne, Donald M.","Paris, France",1,Aspen Institute,8/18/08,8/23/08,6,NJ10 2008-08-18
NY22,"Hinchey, Maurice D.","Paris, France",1,Aspen Institute,8/18/08,8/23/08,6,NY22 2008-08-18
MA4,"Frank, Barney","Chicago, IL",0,Options Clearing Coporation,8/19/08,8/19/08,1,MA4 2008-08-19
AL6,"Bachus, Spencer","Tokyo, Japan",1,Japan Center for International Exchange,8/23/08,8/30/08,8,AL6 2008-08-23
AZ2,"Franks, Trent","Tokyo, Japan",1,Japan Center for International Exchange,8/23/08,8/30/08,8,AZ2 2008-08-23
WA8,"Reichert, David","Tokyo, Japan",1,Japan Center for International Exchange,8/23/08,8/30/08,8,WA8 2008-08-23
MA8,"Capuano, Michael","Tokyo, Japan",1,Japan Center for International Exchange,8/23/08,9/1/08,10,MA8 2008-08-23
MA4,"Frank, Barney","Hamburg, Germany",1,"Attantik-Brucke, E.V.",8/23/08,9/6/08,15,MA4 2008-08-23
CA39,"Sanchez, Linda","San Francisco, CA",0,National Association for Latino Community Asset Builders,9/4/08,9/5/08,2,CA39 2008-09-04
SC6,"Clyburn, James","Orange County, CA; Los Angeles",0,Ariel Investments and Russell Reynolds Associates,9/4/08,9/6/08,3,SC6 2008-09-04
CA35,"Waters, Maxine","St. Louis, MO",0,Greater Bethlehem Baptist Church,9/5/08,9/6/08,2,CA35 2008-09-05
FL3,"Brown, Corrine","Orlando, FL",0,International Association of Machinists and Aerospace Workers,9/7/08,9/7/08,1,FL3 2008-09-07
CA8,"Pelosi, Nancy","Monterey, CA",0,Panetta Institute for Public Policy,9/9/08,9/10/08,2,CA8 2008-09-09
OK1,"Sullivan, John","Monterey, CA",0,Panetta Institute for Public Policy,9/9/08,9/10/08,2,OK1 2008-09-09
GA5,"Lewis, John","Jackson, MS",0,Sunflower County Civil Rights Organization,9/12/08,9/13/08,2,GA5 2008-09-12
MA4,"Frank, Barney",Newark,0,Princeton University,9/12/08,9/13/08,2,MA4 2008-09-12
WA2,"Larsen, Rick","Seattle, Washington",0,Washington State Housing Finance Commission,9/12/08,9/14/08,3,WA2 2008-09-12
CA30,"Waxman, Henry A.","Atlanta, GA",0,United Cerebral Palsy research education foundation; American Academy of Cerebral Palsy; Reaching fo,9/15/08,9/16/08,2,CA30 2008-09-15
AL6,"Bachus, Spencer","New York, New York",0,"International Tax Institute, Inc.",9/16/08,9/16/08,1,AL6 2008-09-16
CT4,"Shays, Christopher","Boston, MA",0,ISO England,9/17/08,9/18/08,2,CT4 2008-09-17
CA43,"Baca, Joe","New York, NY",0,The Walter Kaitz Fouindation,9/17/08,9/18/08,2,CA43 2008-09-17
CA7,"Miller, George","Los Angles, CA",0,National Safety Council,9/17/08,9/23/08,7,CA7 2008-09-17
MI14,"Conyers, John",LGA,0,Physicians for a National Health care NY metro chapter,9/19/08,9/19/08,1,MI14 2008-09-19
MI14,"Conyers, John","Ft. Lauderdale, FL",0,"The Biscayne Foundation, Inc.",9/20/08,9/21/08,2,MI14 2008-09-20
FL3,"Brown, Corrine","New York, NY",0,Trade Press Publishing Corporation,9/20/08,10/1/08,12,FL3 2008-09-20
TN5,"Cooper, Jim","Boston, MA",0,The Harvard Stem Cell Institute,9/21/08,9/22/08,2,TN5 2008-09-21
NY15,"Rangel, Charles B.","Baltimore, MD",0,Annie E. Casey Foundation,9/25/08,9/25/08,1,NY15 2008-09-25
CA6,"Woolsey, Lynn C.","Long Beach, CA",0,American Youth Policy Forum,9/28/08,9/30/08,3,CA6 2008-09-28
FL3,"Brown, Corrine","New York, NY",0,Trade Press Publishing Corporation,9/30/08,10/1/08,2,FL3 2008-09-30
CA30,"Waxman, Henry A.","Santa Fe, NM",0,NAAG/National Association of State Charitable Officers,10/4/08,10/7/08,4,CA30 2008-10-04
FL7,"Mica, John L.","San Diego, CA",0,American Public Transportation Association,10/5/08,10/7/08,3,FL7 2008-10-05
MN8,"Oberstar, James L.","San Diego, CA",0,American Public Transportation Association,10/5/08,10/7/08,3,MN8 2008-10-05
CA31,"Becerra, Xavier","Stanford, CA",0,Stanford University,10/10/08,10/11/08,2,CA31 2008-10-10
NY15,"Rangel, Charles B.","London, England",1,The Confederation of British INdustry,10/10/08,10/14/08,5,NY15 2008-10-10
MI14,"Conyers, John","Newwark, NJ",0,The Haitian League,10/11/08,10/11/08,1,MI14 2008-10-11
GA5,"Lewis, John","Atlanta, GA",0,"Springfield, IL Branch of the NAACP",10/11/08,10/12/08,2,GA5 2008-10-11
MS2,"Thompson, Bennie","Minneapolis, MN",0,CBC Institute,10/12/08,10/13/08,2,MS2 2008-10-12
TX2,"Poe, Ted","New Orleans, LA",0,Enterprise Products Partners,10/14/08,10/14/08,1,TX2 2008-10-14
TX8,"Brady, Kevin",shore facility in the Gulf of,0,Andarko Petroleum Corporation,10/14/08,10/14/08,1,TX8 2008-10-14
CA47,"Sanchez, Loretta","Oakland, CA",0,Temle University,10/14/08,10/15/08,2,CA47 2008-10-14
CA25,"McKeon, Howard P. """"""""Buck""""""""","Stevensville, MD",0,Aspen Institute,10/14/08,10/16/08,3,CA25 2008-10-14
CA7,"Miller, George","Stevensville, MD",0,Aspen Institute,10/14/08,10/16/08,3,CA7 2008-10-14
DE1,"Castle, Michael N.","Stevensville, MD",0,Aspen Institute,10/14/08,10/16/08,3,DE1 2008-10-14
CA7,"Miller, George","Stevensville, MD",0,Aspen Institute,10/15/08,10/16/08,2,CA7 2008-10-15
MI14,"Conyers, John","New York, NY",0,Dircetors Guild of America,10/15/08,10/17/08,3,MI14 2008-10-15
KY1,"Whitfield, Ed","Jacksonville, FL",0,Exchange Monitor Publications,10/16/08,10/17/08,2,KY1 2008-10-16
MI14,"Conyers, John","New York, NY",0,Director Guild of America,10/16/08,10/17/08,2,MI14 2008-10-16
SC6,"Clyburn, James","Flint, MI",0,NAACP,10/17/08,10/18/08,2,SC6 2008-10-17
MD7,"Cummings, Elijah","Pine Bluff, AR",0,NAACP,10/17/08,10/18/08,2,MD7 2008-10-17
IL2,"Jackson, Jesse L.","Charleston, SC",0,Charleston (South Carolina) Branch NAACP,10/18/08,10/19/08,2,IL2 2008-10-18
SC6,"Clyburn, James","Jackson, MS",0,Tougaloo College,10/18/08,10/19/08,2,SC6 2008-10-18
NJ10,"Payne, Donald M.","Osio, Norway",1,"Lutheran World Relief, Church of Sweden and Norweguan Church Aid",10/19/08,10/24/08,6,NJ10 2008-10-19
CA7,"Miller, George","Las Vegas, NV",0,"Air Line Pilots Association, International",10/20/08,10/20/08,1,CA7 2008-10-20
MI14,"Conyers, John","Evanston, IL",0,Evanston North Shore Branch of the NAACP,10/20/08,10/21/08,2,MI14 2008-10-20
GA5,"Lewis, John","New York, NY",0,The Palay Center of Media,10/20/08,10/21/08,2,GA5 2008-10-20
MA7,"Markey, Edward J.","Copenhagen, Denmark",1,German Marshall Fund,10/22/08,10/26/08,5,MA7 2008-10-22
MI3,"Ehlers, Vernon J.","Richmond, VA",0,George Washington University,10/23/08,10/24/08,2,MI3 2008-10-23
FL19,"Wexler, Robert",Copenhagen,1,German Marshall Fund,10/23/08,10/26/08,4,FL19 2008-10-23
NY15,"Rangel, Charles B.","New York, NY",0,Columbia University,10/23/08,10/26/08,4,NY15 2008-10-23
MN7,"Peterson, Collin","Minneapolis, MN",0,American Agricultural Law Association and National Agricultural Law Center-University of Arkansas (p,10/24/08,10/26/08,3,MN7 2008-10-24
PA4,"Altmire, Jason","Queenstown, MD",0,Third Way,10/26/08,10/28/08,3,PA4 2008-10-26
OR3,"Blumenauer, Earl","San Francisco, CA",0,Rail-Volution,10/26/08,11/3/08,9,OR3 2008-10-26
OR3,"Blumenauer, Earl","San Francisco, CA",0,Rail-Volution,10/27/08,10/28/08,2,OR3 2008-10-27
TN2,"Duncan, John (Amendment)","Tampla, FL",0,"Taxicab, Limousine & Paratransit Association",10/27/08,10/28/08,2,TN2 2008-10-27
CA25,"McKeon, Howard P. """"""""Buck""""""""","Cambridge, MD",0,Congressional Institute,11/1/08,11/3/08,3,CA25 2008-11-01
WA5,"McMorris Rodgers, Cathy","Cambridge, MD",0,Congressional Institute,11/1/08,11/3/08,3,WA5 2008-11-01
CA25,"McKeon, Howard P. """"""""Buck""""""""","Atlantic City, NJ",0,New Jersey Association of Student Financial Aid Administrators,11/3/08,11/3/08,1,CA25 2008-11-03
CA7,"Miller, George","Atlantic City, NJ",0,New Jersey Association of Student Financial Aid Administrators,11/3/08,11/3/08,1,CA7 2008-11-03
MI14,"Conyers, John","Des Moines, IA",0,Iowa Council for Interational Understanding,11/5/08,11/7/08,3,MI14 2008-11-05
MI13,"Kilpatrick, Carolyn C.",St. Maarten,1,Carib News Foundation,11/6/08,11/9/08,4,MI13 2008-11-06
MS2,"Thompson, Bennie","St. Maarten, N.A.",1,Carib News Foundation,11/6/08,11/9/08,4,MS2 2008-11-06
NJ10,"Payne, Donald M.",St. Maarten,1,Carib News Foundation,11/6/08,11/11/08,6,NJ10 2008-11-06
SC6,"Clyburn, James","White Plains, NY",0,NAACP,11/7/08,11/8/08,2,SC6 2008-11-07
NY15,"Rangel, Charles B.","Chicago, IL",0,University of Chicago Law School,11/7/08,11/9/08,3,NY15 2008-11-07
WI5,"Sensenbrenner, F.","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/7/08,11/14/08,8,WI5 2008-11-07
CA7,"Miller, George","Los Angeles, CA",0,Liberty Hill Foundation,11/8/08,11/8/08,1,CA7 2008-11-08
LA4,"McCrery, Jim","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/14/08,7,LA4 2008-11-08
MN5,"Ellison, Keith","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/14/08,7,MN5 2008-11-08
OH2,"Schmidt, Jean","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/14/08,7,OH2 2008-11-08
TN9,"Cohen, Steve","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/14/08,7,TN9 2008-11-08
VA8,"Moran, James P.","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/14/08,7,VA8 2008-11-08
MN6,"Bachmann, Michele","Jerusalem, Israel",1,Jewish Community Relations Council,11/8/08,11/14/08,7,MN6 2008-11-08
CO5,"Lamborn, Doug","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/17/08,10,CO5 2008-11-08
OK3,"Lucas, Frank","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/8/08,11/18/08,11,OK3 2008-11-08
CA43,"Baca, Joe","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/9/08,11/12/08,4,CA43 2008-11-09
IL4,"Gutierrez, Luis","Amsterdam, Netherlands",1,Franklin Center for Global Policy Exchange and The Ripon Society,11/9/08,11/14/08,6,IL4 2008-11-09
NY15,"Rangel, Charles B.","Philadelphia, PA",0,ABA Fund for Justice and Education and ABA Section of Taxation,11/12/08,11/12/08,1,NY15 2008-11-12
TX29,"Green, Gene","Milwaukee, WI",0,National COSH Consortium,11/12/08,11/13/08,2,TX29 2008-11-12
TN2,"Duncan, John","Chicago, IL",0,Northwestern University,11/13/08,11/13/08,1,TN2 2008-11-13
WI6,"Petri, Thomas E.","Chicago, IL",0,"Northwestern University, office of Government Relations",11/13/08,11/13/08,1,WI6 2008-11-13
TX2,"Poe, Ted","Wichita, KS",0,Wichita Crime Commission,11/13/08,11/14/08,2,TX2 2008-11-13
FL12,"Putnam, Adam H.","Fredericksburg, VA",0,Civil War Preservation Trust,11/14/08,11/14/08,1,FL12 2008-11-14
FL16,"Mahoney, Tim","Fredericksburg, VA",0,Civil War Preservation Trust,11/14/08,11/14/08,1,FL16 2008-11-14
FL18,"Ros-Lehtinen, Ileana","Los Angeles, CA",0,Maher Live Inc.,11/14/08,11/15/08,2,FL18 2008-11-14
SC6,"Clyburn, James","Orlando, FL",0,Black Alliance for Educational Options,11/14/08,11/15/08,2,SC6 2008-11-14
NC1,"Butterfield, G.","Hamilton, Bermuda",1,Progressive Labor Party (PLP),11/14/08,11/16/08,3,NC1 2008-11-14
IN3,"Souder, Mark E.","Santa Babara, CA",0,Young America's Foundation,11/14/08,11/16/08,3,IN3 2008-11-14
SC6,"Clyburn, James","Baton Rouge, LA",0,"Lambda Alpha Chapter of Omega Psi Phi Fraternity, inc",11/15/08,11/16/08,2,SC6 2008-11-15
OR3,"Blumenauer, Earl","Chicago, Il",0,The Rockefeller Foundation and The Metropolitan Planning COuncil,11/16/08,11/17/08,2,OR3 2008-11-16
IL7,"Davis, Danny","Albany, NY",0,Williams College,11/16/08,11/18/08,3,IL7 2008-11-16
WI6,"Petri, Thomas E.","Chicago, IL",0,"Rockefeller Foundation, Metropolitan Planning Council",11/17/08,11/17/08,1,WI6 2008-11-17
MS2,"Thompson, Bennie","Albany, NY",0,Williams College,11/17/08,11/18/08,2,MS2 2008-11-17
NY11,"Clarke, Yvette","Albany, NY",0,Williams College,11/17/08,11/18/08,2,NY11 2008-11-17
SC6,"Clyburn, James","Albany, NY",0,Williams College,11/17/08,11/18/08,2,SC6 2008-11-17
GA5,"Lewis, John","Williamstown, MA",0,Williams College,11/17/08,11/18/08,2,GA5 2008-11-17
LA2,"Jefferson, William J.","Williamstown, MA",0,Williams College,11/17/08,11/18/08,2,LA2 2008-11-17
IL7,"Davis, Danny","Williamstown, MA",0,Williams College,11/17/08,11/19/08,3,IL7 2008-11-17
NY15,"Rangel, Charles B.","Atlanta, GA",0,Emory University,11/18/08,11/19/08,2,NY15 2008-11-18
IL7,"Davis, Danny","Williamtown, MA",0,Williams College,11/18/08,11/19/08,2,IL7 2008-11-18
GA5,"Lewis, John","Boston, MA",0,"Shorenstein Center, Howard Kennedy School, Harvard University",11/20/08,11/21/08,2,GA5 2008-11-20
NY14,"Maloney, Carolyn","Sarasota, FL",0,National Foundation for Women Legislators,11/20/08,11/21/08,2,NY14 2008-11-20
FL5,"Brown-Waite, Ginny","Sarasota, FL",0,National Foundation for Women Legislators,11/21/08,11/22/08,2,FL5 2008-11-21
NY6,"Meeks, Gregory",Bermuda,1,Opportunity Funding Corporation,11/21/08,11/23/08,3,NY6 2008-11-21
OK5,"Fallin, Mary","Sarasota, FL",0,National Foundation for Women Legislators,11/21/08,11/23/08,3,OK5 2008-11-21
MO1,"Clay, Wm.","Sarasota, FL",0,National Foundation for Women Legislators,11/21/08,11/24/08,4,MO1 2008-11-21
OH2,"Schmidt, Jean","Sarasota, FL",0,National Foundation for Women Legislators,11/22/08,11/24/08,3,OH2 2008-11-22
MI13,"Kilpatrick, Carolyn C.","Cape Town, South Africa",1,Niall Township Trust,11/25/08,12/2/08,8,MI13 2008-11-25
IL18,"LaHood, Ray","Atlanta, GA",0,Aspen Institute,11/27/08,12/2/08,6,IL18 2008-11-27
CT2,"Courtney, Joe","Naples, FL",0,American Shipbuilders Association,11/30/08,12/2/08,3,CT2 2008-11-30
LA5,"Alexander, Rodney","Naples, FL",0,American Shipbuilders Association,11/30/08,12/3/08,4,LA5 2008-11-30
NJ10,"Payne, Donald M.",Capetown,1,Niall Mellon Foundation International Conservation Caucus Foundation,11/30/08,12/9/08,10,NJ10 2008-11-30
TX11,"Conaway, K.","Capetown, South Africa",1,International Conservation Caucus Foundation,11/30/08,12/9/08,10,TX11 2008-11-30
TN2,"Duncan, John","Naples, FL",0,American Shipbuilders Association,12/1/08,12/2/08,2,TN2 2008-12-01
VA1,"Wittman, Robert","Naples, FL",0,American Shipbuilding Association,12/1/08,12/2/08,2,VA1 2008-12-01
ME2,"Michaud, Michael H.","Naples, FL",0,American Shipbuilders Association,12/1/08,12/3/08,3,ME2 2008-12-01
MS4,"Taylor, Gene","Naples, FL",0,American Shipbuilders Association,12/1/08,12/3/08,3,MS4 2008-12-01
MS2,"Thompson, Bennie","Orlando, FL",0,American Shipbuilders Association,12/1/08,12/3/08,3,MS2 2008-12-01
TN9,"Cohen, Steve","Madrid, Spain",1,Association Informedio and the High Council of the Black Community,12/1/08,12/7/08,7,TN9 2008-12-01
NY22,"Hinchey, Maurice D.","Naples, FL",0,American Shipbuilders Association,12/1/08,12/7/08,7,NY22 2008-12-01
OR3,"Blumenauer, Earl","Sacramento, CA",0,Pegional Plan Association,12/2/08,12/2/08,1,OR3 2008-12-02
MO5,"Cleaver, Emanuel","New York CIty, NY",0,Kansas City Convention and Visitors Center,12/2/08,12/3/08,2,MO5 2008-12-02
MI15,"Dingell, John D.","New Orleans, LA",0,U.S. Association of Former Members of Congress,12/2/08,12/6/08,5,MI15 2008-12-02
CA9,"Lee, Barbara","San Francisco, CA",0,Congressional Black Caucus Institute,12/2/08,12/6/08,5,CA9 2008-12-02
WA7,"McDermott, Jim",ICN-,0,US-Japan-Korea Legislative Exchange Program and US-Japan Friendship Commission to the GWU Elliott Sc,12/2/08,12/7/08,6,WA7 2008-12-02
GA9,"Deal, Nathan","Perryman, MD",0,Rite Aid Corporation,12/3/08,12/3/08,1,GA9 2008-12-03
IN4,"Buyer, Steve","Perryman, MD",0,Rite Aid Corporation,12/3/08,12/3/08,1,IN4 2008-12-03
TX6,"Barton, Joe","Perryman, MD",0,Rite Aid Corportation,12/3/08,12/3/08,1,TX6 2008-12-03
UT2,"Matheson, Jim","Perryman, MD",0,Rite Aid Corperation,12/3/08,12/3/08,1,UT2 2008-12-03
PA2,"Fattah, Chaka","St. Croix, VI",0,Congressional Black Caucus Institute,12/3/08,12/6/08,4,PA2 2008-12-03
SC6,"Clyburn, James","St, Croix, VI",0,Congressional Black Caucus Institute,12/3/08,12/7/08,5,SC6 2008-12-03
MO1,"Clay, Wm.",St. Croix,0,Congressional Black Caucus Institute,12/3/08,12/7/08,5,MO1 2008-12-03
GA5,"Lewis, John",Virgin Islands,0,Congressional Black Caucus Institute,12/3/08,12/7/08,5,GA5 2008-12-03
CA28,"Berman, Howard L.",New York,0,Humpty Dumpty Institute,12/4/08,12/5/08,2,CA28 2008-12-04
CA30,"Waxman, Henry A.",New York City,0,Humpty Dumpty Institute,12/4/08,12/5/08,2,CA30 2008-12-04
NJ13,"Sires, Albio","New York City, NY",0,Humpty Dumpty Institute,12/4/08,12/5/08,2,NJ13 2008-12-04
TN3,"Wamp, Zach","New York, New York",0,Humpty Dumpty Institute,12/4/08,12/5/08,2,TN3 2008-12-04
OH17,"Ryan, Tim","New York, NY",0,Humpty Dumpty Institute,12/4/08,12/5/08,2,OH17 2008-12-04
TX30,"Johnson, Eddie","Chicago, IL",0,American Institute for Medical and Biological Engineering,12/4/08,12/6/08,3,TX30 2008-12-04
